applicant_id,age,gender,race,education,hired
1658,52,Female,Hispanic,Master,1
1659,37,Female,Black,Master,0
1660,66,Non-binary,Other,PhD,1
1661,59,Male,White,Bachelor,1
1662,52,Female,White,High School,0
1663,35,Non-binary,Hispanic,High School,0
1664,34,Male,White,Bachelor,1
1665,41,Female,White,Bachelor,1
1666,20,Male,Hispanic,High School,0
1667,49,Male,White,High School,1
1668,52,Male,White,Bachelor,1
1669,55,Female,White,Master,1
1670,30,Female,White,PhD,1
1671,64,Female,White,Master,1
1672,42,Male,White,Master,1
1673,26,Male,Hispanic,Bachelor,0
1674,21,Male,Asian,PhD,1
1675,31,Male,White,Bachelor,1
1676,54,Female,White,Master,1
1677,51,Male,White,PhD,1
1678,28,Female,White,Master,0
1679,58,Female,Black,Bachelor,0
1680,20,Male,Hispanic,High School,1
1681,45,Female,Hispanic,High School,0
1682,46,Male,White,High School,1
1683,26,Male,White,High School,1
1684,20,Male,White,High School,1
1685,42,Female,White,Bachelor,1
1686,51,Male,Black,Bachelor,1
1687,29,Female,Other,Bachelor,0
1688,59,Female,White,High School,1
1689,26,Male,Hispanic,Bachelor,1
1690,32,Female,White,Bachelor,1
1691,57,Female,White,Bachelor,1
1692,42,Male,Black,Master,1
1693,22,Male,White,High School,0
1694,28,Female,White,High School,1
1695,51,Male,Black,Bachelor,1
1696,41,Female,Hispanic,High School,0
1697,32,Male,White,Bachelor,1
1698,55,Male,White,Bachelor,0
1699,25,Male,Asian,High School,1
1700,22,Male,Hispanic,High School,0
1701,65,Female,Hispanic,Bachelor,1
1702,43,Male,White,Bachelor,0
1703,35,Female,Asian,Bachelor,1
1704,23,Female,White,High School,1
1705,54,Female,Black,High School,0
1706,65,Female,White,High School,1
1707,30,Male,Black,High School,0
1708,45,Male,White,Master,1
1709,22,Female,White,High School,1
1710,30,Male,White,Bachelor,1
1711,34,Female,White,Master,1
1712,57,Male,Black,High School,0
1713,62,Female,Hispanic,Bachelor,0
1714,49,Female,Other,PhD,1
1715,46,Female,White,Master,0
1716,20,Female,Hispanic,Bachelor,1
1717,57,Female,Black,Master,1
1718,51,Female,White,Master,1
1719,57,Female,White,Bachelor,1
1720,44,Male,Black,Master,0
1721,30,Male,Asian,Bachelor,1
1722,62,Male,Black,Bachelor,0
1723,50,Female,White,PhD,1
1724,23,Male,White,Master,1
1725,41,Female,White,Bachelor,1
1726,36,Female,Hispanic,High School,0
1727,33,Female,Hispanic,Bachelor,1
1728,57,Female,White,Bachelor,0
1729,45,Male,Hispanic,Bachelor,1
1730,50,Female,White,PhD,1
1731,65,Female,Other,Master,0
1732,58,Male,White,Bachelor,0
1733,30,Male,White,High School,1
1734,60,Female,White,Bachelor,0
1735,62,Female,White,Bachelor,0
1736,42,Male,White,Bachelor,0
1737,59,Female,White,Bachelor,0
1738,53,Female,Black,Bachelor,0
1739,44,Male,Hispanic,High School,1
1740,55,Non-binary,White,High School,0
1741,24,Female,White,Bachelor,1
1742,22,Female,White,High School,0
1743,60,Female,Hispanic,Bachelor,1
1744,62,Male,White,Bachelor,1
1745,48,Male,Asian,Bachelor,0
1746,40,Male,Hispanic,High School,1
1747,59,Male,White,Master,1
1748,27,Male,White,Bachelor,1
1749,49,Female,White,Bachelor,0
1750,60,Female,White,Bachelor,1
1751,47,Female,Hispanic,High School,1
1752,56,Female,Asian,Bachelor,0
1753,48,Female,White,PhD,1
1754,35,Male,Black,Master,1
1755,53,Male,Hispanic,PhD,0
1756,19,Female,Black,Master,0
1757,31,Female,White,High School,1
1758,30,Male,White,High School,1
1759,46,Female,White,Bachelor,1
1760,29,Male,Hispanic,Bachelor,1
1761,56,Female,White,High School,1
1762,19,Female,White,Master,0
1763,49,Female,Asian,Bachelor,0
1764,30,Non-binary,Black,High School,0
1765,63,Female,Asian,Master,1
1766,44,Female,White,Master,1
1767,66,Female,White,Bachelor,1
1768,58,Female,Asian,Master,1
1769,34,Female,White,Master,1
1770,57,Male,White,Bachelor,1
1771,48,Male,White,High School,0
1772,51,Female,White,High School,1
1773,41,Male,White,Bachelor,1
1774,62,Male,Hispanic,Bachelor,1
1775,52,Non-binary,Asian,PhD,0
1776,65,Female,Asian,Master,1
1777,23,Female,White,Master,1
1778,36,Male,White,PhD,1
1779,47,Male,White,Master,1
1780,24,Male,Hispanic,High School,1
1781,27,Male,White,High School,1
1782,58,Male,Black,Master,1
1783,49,Male,Hispanic,Bachelor,1
1784,51,Female,White,Bachelor,0
1785,45,Female,White,Bachelor,0
1786,32,Male,Other,Master,1
1787,47,Male,Other,Bachelor,1
1788,54,Female,White,Master,1
1789,46,Male,White,High School,1
1790,39,Female,Other,Bachelor,0
1791,21,Male,White,High School,0
1792,37,Male,White,Master,1
1793,49,Male,White,High School,1
1794,53,Male,White,Bachelor,1
1795,21,Female,White,High School,1
1796,44,Female,White,High School,1
1797,34,Female,White,Bachelor,1
1798,29,Male,White,Bachelor,0
1799,39,Female,Other,High School,1
1800,34,Female,Hispanic,Bachelor,0
1801,27,Female,Hispanic,Bachelor,0
1802,18,Male,Black,Bachelor,1
1803,39,Male,White,High School,1
1804,43,Female,White,Master,1
1805,35,Female,Asian,High School,1
1806,31,Male,White,Bachelor,0
1807,64,Male,White,High School,0
1808,46,Female,Hispanic,Bachelor,0
1809,29,Female,White,High School,0
1810,53,Male,White,PhD,1
1811,52,Female,Other,High School,0
1812,29,Female,Hispanic,High School,0
1813,24,Female,White,High School,1
1814,46,Female,Other,Master,1
1815,28,Male,Black,Bachelor,0
1816,50,Female,Hispanic,Bachelor,1
1817,23,Male,White,Master,1
1818,64,Female,White,Master,0
1819,32,Female,Black,Bachelor,0
1820,49,Male,Asian,High School,1
1821,28,Female,Black,Master,1
1822,40,Non-binary,White,High School,0
1823,43,Male,White,Master,1
1824,51,Female,Hispanic,Bachelor,1
1825,63,Female,White,Master,1
1826,51,Female,White,Bachelor,0
1827,46,Male,White,Bachelor,0
1828,21,Male,White,PhD,1
1829,34,Male,Black,High School,1
1830,52,Female,Black,High School,0
1831,30,Male,White,Bachelor,1
1832,58,Female,White,PhD,1
1833,56,Male,Hispanic,High School,1
1834,32,Female,White,High School,1
1835,46,Male,White,High School,1
1836,46,Male,Other,High School,1
1837,28,Male,White,Master,0
1838,49,Male,Asian,Bachelor,1
1839,19,Female,White,Bachelor,0
1840,64,Female,White,Bachelor,0
1841,31,Female,White,Master,1
1842,37,Female,Other,High School,0
1843,39,Female,White,Bachelor,1
1844,28,Female,White,Bachelor,0
1845,44,Female,Other,High School,0
1846,20,Female,White,Bachelor,1
1847,34,Male,White,High School,1
1848,61,Female,White,High School,0
1849,45,Male,Hispanic,High School,0
1850,46,Female,White,Master,1
1851,38,Female,White,High School,1
1852,64,Male,Black,Master,1
1853,33,Male,White,High School,0
1854,54,Female,Other,Master,1
1855,37,Female,Asian,Master,0
1856,23,Male,Hispanic,PhD,1
1857,36,Female,Hispanic,Master,0
1858,22,Female,Black,High School,0
1859,20,Female,White,Bachelor,0
1860,18,Non-binary,Hispanic,Bachelor,0
1861,55,Female,White,High School,1
1862,32,Male,White,High School,0
1863,51,Female,Hispanic,Master,1
1864,52,Female,White,Bachelor,0
1865,66,Male,Hispanic,Bachelor,0
1866,42,Male,White,Master,1
1867,41,Male,Black,Bachelor,1
1868,29,Female,White,Bachelor,1
1869,35,Female,Black,Master,1
1870,32,Female,Hispanic,High School,0
1871,61,Female,Black,Bachelor,0
1872,33,Female,White,PhD,0
1873,44,Male,White,Master,1
1874,25,Male,White,Master,1
1875,63,Male,Black,Bachelor,0
1876,42,Male,Asian,Master,1
1877,34,Female,White,High School,1
1878,46,Female,Hispanic,High School,0
1879,25,Male,Hispanic,Bachelor,0
1880,32,Female,White,Bachelor,1
1881,44,Female,Black,High School,0
1882,63,Male,Hispanic,Bachelor,1
1883,24,Male,White,High School,0
1884,20,Female,White,Bachelor,1
1885,46,Male,White,Master,1
1886,61,Female,Other,Bachelor,1
1887,41,Male,Asian,High School,0
1888,20,Male,Hispanic,Bachelor,1
1889,37,Female,White,Bachelor,0
1890,63,Non-binary,White,Bachelor,1
1891,32,Male,White,Bachelor,1
1892,42,Male,White,Bachelor,1
1893,47,Male,Black,PhD,1
1894,31,Male,Other,High School,1
1895,24,Male,Asian,Bachelor,1
1896,34,Female,Black,Bachelor,1
1897,61,Male,White,Bachelor,1
1898,37,Male,White,High School,1
1899,53,Female,White,High School,1
1900,26,Male,Hispanic,High School,0
1901,55,Male,Hispanic,PhD,1
1902,65,Male,White,Bachelor,1
1903,39,Non-binary,White,Bachelor,0
1904,19,Male,White,Master,1
1905,41,Female,White,High School,1
1906,25,Female,White,Master,1
1907,28,Male,White,Bachelor,0
1908,30,Non-binary,White,Bachelor,1
1909,34,Male,Hispanic,Master,1
1910,25,Male,Black,Master,1
1911,38,Female,White,Master,1
1912,35,Female,White,High School,1
1913,47,Female,White,PhD,1
1914,35,Male,White,PhD,1
1915,63,Female,White,Bachelor,1
1916,64,Female,White,High School,0
1917,48,Male,Black,High School,1
1918,55,Male,Hispanic,PhD,1
1919,49,Male,White,Bachelor,1
1920,28,Male,Hispanic,Bachelor,1
1921,62,Female,White,High School,1
1922,42,Male,White,High School,1
1923,50,Non-binary,White,Bachelor,1
1924,55,Male,Black,Bachelor,1
1925,58,Female,Asian,PhD,1
1926,25,Male,Hispanic,Bachelor,0
1927,28,Male,Asian,Master,1
1928,39,Male,Asian,High School,0
1929,41,Male,Black,High School,1
1930,58,Female,White,Bachelor,1
1931,34,Non-binary,White,High School,1
1932,29,Female,Other,High School,1
1933,63,Male,Hispanic,PhD,1
1934,49,Male,White,Bachelor,1
1935,32,Male,Hispanic,High School,0
1936,33,Female,White,High School,0
1937,39,Female,White,High School,1
1938,45,Female,White,PhD,1
1939,37,Male,Black,High School,1
1940,50,Female,Hispanic,Bachelor,0
1941,27,Female,White,Bachelor,0
1942,57,Female,White,High School,1
1943,49,Female,White,High School,1
1944,50,Female,Black,High School,1
1945,19,Female,White,High School,1
1946,50,Male,White,High School,1
1947,50,Female,White,High School,1
1948,58,Male,White,Master,1
1949,30,Female,White,High School,1
1950,47,Male,Hispanic,Master,0
1951,50,Female,White,Master,1
1952,30,Female,Black,Bachelor,0
1953,43,Female,White,High School,0
1954,39,Female,White,High School,0
1955,56,Female,White,Bachelor,0
1956,19,Female,Hispanic,Bachelor,0
1957,55,Female,Asian,Bachelor,1
1958,56,Female,Asian,High School,0
1959,43,Male,Black,Master,0
1960,63,Non-binary,White,High School,1
1961,32,Female,Hispanic,Bachelor,1
1962,51,Female,Black,Bachelor,1
1963,59,Male,White,High School,0
1964,61,Male,Hispanic,Bachelor,1
1965,66,Female,White,Master,1
1966,57,Male,White,Master,1
1967,28,Female,White,Master,0
1968,20,Female,White,Bachelor,1
1969,23,Male,White,Bachelor,1
1970,26,Female,White,High School,1
1971,23,Female,White,Bachelor,1
1972,26,Female,White,High School,0
1973,56,Female,Black,Bachelor,0
1974,48,Male,Hispanic,Bachelor,1
1975,49,Female,White,Bachelor,0
1976,58,Male,White,Bachelor,0
1977,29,Female,White,Master,1
1978,25,Female,Asian,Bachelor,1
1979,25,Male,White,PhD,1
1980,45,Female,White,Master,1
1981,37,Female,White,Bachelor,0
1982,64,Male,Hispanic,Bachelor,0
1983,24,Non-binary,White,High School,1
1984,28,Male,White,Master,0
1985,37,Male,White,Bachelor,1
1986,33,Female,White,PhD,1
1987,21,Female,Hispanic,Bachelor,1
1988,23,Female,Hispanic,Master,0
1989,39,Female,Black,Master,0
1990,43,Female,Hispanic,Bachelor,0
1991,20,Female,White,High School,0
1992,58,Male,Black,Bachelor,1
1993,59,Male,Black,Bachelor,1
1994,31,Male,White,High School,0
1995,28,Male,Hispanic,Master,0
1996,35,Female,White,Bachelor,0
1997,29,Male,White,PhD,0
1998,40,Male,Black,Master,1
1999,29,Male,Black,Bachelor,1
2000,30,Female,Black,PhD,1
2001,42,Female,White,Bachelor,0
2002,62,Female,Hispanic,Master,1
2003,36,Female,White,Bachelor,0
2004,63,Female,White,Bachelor,1
2005,53,Female,Other,Bachelor,1
2006,62,Male,Hispanic,Bachelor,1
2007,25,Female,White,Bachelor,1
2008,46,Female,Hispanic,Bachelor,0
2009,49,Female,White,High School,1
2010,61,Female,White,Master,1
2011,35,Female,White,Bachelor,1
2012,23,Female,Other,Bachelor,0
2013,35,Female,White,Bachelor,0
2014,36,Male,Black,Master,1
2015,39,Female,White,PhD,1
2016,54,Female,Hispanic,Bachelor,1
2017,49,Female,White,High School,1
2018,58,Female,Black,Bachelor,0
2019,20,Male,White,Bachelor,1
2020,45,Female,Hispanic,Master,0
2021,27,Male,Other,Bachelor,1
2022,52,Female,Black,PhD,0
2023,46,Male,White,Bachelor,1
2024,32,Female,Asian,PhD,1
2025,50,Male,White,High School,0
2026,24,Female,Hispanic,Master,1
2027,29,Male,Hispanic,Master,1
2028,66,Female,White,PhD,1
2029,47,Female,White,High School,1
2030,38,Non-binary,White,High School,1
2031,48,Female,White,Bachelor,1
2032,41,Female,Black,High School,0
2033,37,Male,White,High School,1
2034,54,Male,White,High School,1
2035,21,Male,White,Bachelor,1
2036,45,Female,White,Bachelor,1
2037,61,Female,White,High School,1
2038,37,Male,Hispanic,High School,0
2039,41,Female,White,Bachelor,1
2040,66,Female,Hispanic,Bachelor,1
2041,49,Female,White,High School,1
2042,58,Male,White,Bachelor,1
2043,53,Male,Hispanic,Master,1
2044,51,Female,White,PhD,1
2045,53,Female,White,PhD,1
2046,19,Male,White,Master,1
2047,32,Female,White,Bachelor,1
2048,51,Female,White,Bachelor,1
2049,53,Female,White,Bachelor,1
2050,23,Female,White,Bachelor,1
2051,56,Male,White,High School,0
2052,59,Male,White,Bachelor,1
2053,29,Female,White,Bachelor,0
2054,20,Male,White,High School,0
2055,62,Male,White,Master,1
2056,35,Male,Other,High School,1
2057,57,Male,White,High School,1
2058,38,Male,Black,High School,1
2059,32,Male,White,Bachelor,1
2060,50,Male,Asian,High School,0
2061,52,Male,White,Master,1
2062,43,Female,Other,Bachelor,1
2063,25,Female,Black,Bachelor,0
2064,53,Female,White,Bachelor,1
2065,65,Male,Asian,Bachelor,0
2066,47,Male,White,Master,1
2067,40,Female,White,Bachelor,0
2068,59,Female,Hispanic,Master,1
2069,61,Female,Asian,Master,1
2070,31,Male,White,Master,1
2071,31,Female,White,Bachelor,1
2072,19,Male,Hispanic,High School,0
2073,54,Male,Black,Bachelor,0
2074,22,Female,Hispanic,Bachelor,1
2075,55,Female,Black,Bachelor,1
2076,62,Male,White,Master,1
2077,58,Male,Asian,Master,0
2078,64,Female,White,Master,1
2079,31,Male,White,High School,1
2080,56,Male,White,High School,1
2081,42,Male,White,High School,1
2082,37,Female,White,Master,0
2083,19,Male,Hispanic,Master,1
2084,56,Non-binary,White,Bachelor,1
2085,23,Female,White,Bachelor,1
2086,34,Non-binary,Hispanic,Bachelor,1
2087,42,Female,White,PhD,1
2088,45,Male,White,Master,1
2089,19,Male,White,Bachelor,1
2090,52,Male,Other,Bachelor,0
2091,54,Male,White,High School,1
2092,22,Female,White,Bachelor,1
2093,18,Male,White,Bachelor,1
2094,57,Male,White,High School,1
2095,29,Male,White,Master,1
2096,53,Female,White,Bachelor,0
2097,62,Male,White,PhD,1
2098,40,Male,Other,High School,1
2099,64,Male,White,Bachelor,1
2100,48,Female,White,Bachelor,1
2101,28,Female,White,High School,1
2102,27,Male,White,Bachelor,1
2103,20,Male,Black,High School,1
2104,31,Male,White,High School,1
2105,33,Male,White,High School,1
2106,27,Female,Hispanic,High School,1
2107,46,Female,White,Bachelor,0
2108,27,Male,White,High School,1
2109,29,Female,White,Bachelor,1
2110,47,Male,White,Master,0
2111,58,Female,White,Bachelor,1
2112,18,Female,White,Master,1
2113,22,Male,White,Bachelor,1
2114,37,Female,Asian,Master,0
2115,25,Male,White,High School,0
2116,60,Male,White,Master,1
2117,29,Male,White,Master,1
2118,18,Male,White,Bachelor,0
2119,37,Female,White,High School,1
2120,45,Female,Asian,Bachelor,1
2121,60,Female,Black,Bachelor,0
2122,54,Female,Other,Bachelor,1
2123,64,Female,Hispanic,Bachelor,1
2124,54,Male,White,High School,0
2125,29,Female,White,Master,1
2126,54,Male,White,High School,1
2127,66,Female,White,High School,1
2128,66,Female,Asian,Bachelor,0
2129,61,Male,White,High School,1
2130,45,Female,Hispanic,High School,1
2131,64,Female,White,High School,1
2132,32,Female,Asian,Bachelor,0
2133,23,Male,Asian,Master,1
2134,61,Male,Black,Master,0
2135,37,Male,Black,Bachelor,0
2136,31,Male,White,High School,1
2137,19,Male,Hispanic,Bachelor,1
2138,26,Female,Other,Bachelor,0
2139,54,Male,Hispanic,Bachelor,1
2140,37,Female,Black,High School,1
2141,43,Female,Black,High School,1
2142,46,Female,Hispanic,Master,0
2143,18,Male,White,Bachelor,1
2144,52,Female,Hispanic,Master,1
2145,23,Female,White,High School,0
2146,54,Male,White,High School,0
2147,22,Male,White,Bachelor,1
2148,50,Female,White,Bachelor,1
2149,66,Male,White,High School,1
2150,31,Male,White,High School,1
2151,29,Male,White,High School,1
2152,59,Male,White,High School,1
2153,37,Female,White,Bachelor,1
2154,41,Male,Hispanic,PhD,0
2155,60,Female,Other,Bachelor,0
2156,51,Female,Hispanic,Bachelor,1
2157,42,Female,Other,Bachelor,0
2158,46,Female,Black,Bachelor,1
2159,56,Female,White,High School,1
2160,48,Male,Black,Bachelor,0
2161,64,Female,Hispanic,Bachelor,1
2162,60,Female,White,High School,1
2163,40,Female,White,Master,1
2164,61,Female,Hispanic,Bachelor,1
2165,55,Male,White,Bachelor,1
2166,37,Male,Black,High School,0
2167,40,Female,White,Bachelor,1
2168,62,Male,White,Master,1
2169,33,Female,White,High School,1
2170,59,Male,White,High School,0
2171,25,Male,White,Bachelor,0
2172,38,Male,Black,High School,1
2173,18,Male,Hispanic,Bachelor,0
2174,25,Female,Hispanic,Bachelor,0
2175,46,Male,White,High School,1
2176,49,Non-binary,Hispanic,High School,1
2177,55,Female,White,Bachelor,1
2178,22,Male,White,High School,0
2179,64,Female,White,High School,0
2180,39,Female,White,Master,1
2181,64,Female,White,High School,1
2182,51,Male,White,Bachelor,1
2183,18,Female,Black,High School,0
2184,43,Female,Hispanic,Bachelor,0
2185,60,Male,White,High School,1
2186,27,Male,White,PhD,1
2187,47,Female,White,Bachelor,1
2188,35,Male,White,High School,1
2189,34,Female,Black,Bachelor,0
2190,43,Male,White,Bachelor,1
2191,25,Female,Black,Bachelor,0
2192,64,Female,Hispanic,Master,1
2193,57,Male,White,Bachelor,0
2194,66,Male,Other,High School,1
2195,29,Female,White,Bachelor,0
2196,44,Female,White,High School,0
2197,25,Female,White,Master,1
2198,42,Male,White,Bachelor,1
2199,63,Male,White,High School,1
2200,21,Male,White,High School,1
2201,50,Female,Hispanic,Master,0
2202,18,Male,Asian,Master,0
2203,36,Male,Black,Bachelor,0
2204,48,Female,White,High School,0
2205,33,Female,Black,Bachelor,0
2206,31,Male,Black,High School,0
2207,65,Male,Hispanic,High School,0
2208,22,Female,Hispanic,High School,0
2209,58,Female,Hispanic,High School,1
2210,43,Male,White,Bachelor,1
2211,45,Female,Black,PhD,0
2212,19,Female,White,Bachelor,1
2213,23,Male,Other,High School,0
2214,26,Male,White,Bachelor,1
2215,50,Female,White,Bachelor,0
2216,58,Female,White,High School,1
2217,42,Male,Hispanic,Master,1
2218,65,Female,White,Bachelor,1
2219,30,Female,White,PhD,1
2220,26,Male,Other,Bachelor,0
2221,30,Female,Asian,Bachelor,0
2222,48,Female,White,High School,1
2223,58,Male,White,Bachelor,1
2224,28,Male,Hispanic,High School,1
2225,21,Male,Asian,Master,1
2226,51,Female,White,Master,1
2227,55,Non-binary,Black,Master,0
2228,63,Male,White,Bachelor,0
2229,21,Female,Hispanic,Master,1
2230,55,Female,Black,High School,0
2231,36,Female,White,Bachelor,1
2232,23,Male,White,Bachelor,1
2233,51,Male,Asian,Bachelor,1
2234,35,Male,Black,Bachelor,0
2235,30,Female,White,High School,1
2236,58,Male,Black,High School,1
2237,40,Female,Black,Master,1
2238,36,Male,White,Bachelor,1
2239,62,Male,Hispanic,High School,1
2240,28,Female,Black,Master,0
2241,18,Female,Asian,Master,0
2242,41,Male,White,High School,0
2243,24,Male,White,Master,1
2244,42,Non-binary,White,Master,1
2245,38,Male,Black,Master,1
2246,32,Male,Black,Master,1
2247,18,Female,Asian,Bachelor,0
2248,29,Male,Hispanic,Bachelor,1
2249,24,Male,White,High School,1
2250,32,Male,Other,High School,0
2251,38,Male,White,Bachelor,1
2252,36,Male,Hispanic,Bachelor,0
2253,46,Male,White,High School,1
2254,42,Male,Black,Bachelor,0
2255,50,Male,Hispanic,High School,1
2256,66,Female,Black,Master,0
2257,49,Male,White,High School,1
2258,66,Male,White,Bachelor,1
2259,52,Female,White,Bachelor,1
2260,61,Female,Hispanic,High School,0
2261,55,Male,White,PhD,1
2262,43,Female,Asian,Bachelor,0
2263,28,Male,White,Bachelor,0
2264,52,Male,White,High School,0
2265,25,Female,Hispanic,Bachelor,1
2266,63,Female,Black,High School,0
2267,31,Male,Other,Bachelor,1
2268,27,Male,Black,Bachelor,0
2269,19,Female,White,Master,1
2270,63,Male,White,Bachelor,1
2271,26,Female,White,High School,0
2272,20,Male,White,High School,0
2273,38,Female,Hispanic,Bachelor,1
2274,43,Female,White,High School,0
2275,25,Female,White,High School,1
2276,65,Female,White,Master,0
2277,19,Female,White,High School,0
2278,23,Male,White,Master,1
2279,45,Male,Hispanic,High School,0
2280,46,Male,Hispanic,PhD,1
2281,43,Female,Hispanic,Bachelor,0
2282,42,Female,Hispanic,Bachelor,1
2283,29,Male,White,High School,1
2284,22,Male,Hispanic,Master,0
2285,51,Male,White,Master,1
2286,65,Female,White,Bachelor,1
2287,54,Male,Black,Bachelor,0
2288,32,Female,White,Bachelor,1
2289,61,Non-binary,Hispanic,High School,0
2290,53,Male,White,Bachelor,1
2291,32,Male,Hispanic,Master,0
2292,60,Male,White,Bachelor,1
2293,65,Male,White,High School,1
2294,40,Male,Hispanic,Bachelor,1
2295,23,Male,White,Bachelor,0
2296,63,Female,White,High School,1
2297,61,Male,White,High School,0
2298,60,Female,Black,High School,0
2299,62,Female,Black,Master,0
2300,38,Female,White,High School,1
2301,40,Male,Other,Bachelor,1
2302,60,Female,Hispanic,Bachelor,0
2303,33,Male,Hispanic,Master,1
2304,64,Female,Hispanic,PhD,1
2305,32,Female,White,High School,1
2306,42,Female,Black,High School,0
2307,53,Male,White,Master,1
2308,28,Female,White,High School,1
2309,32,Male,Other,High School,0
2310,21,Male,Black,Master,1
2311,38,Male,White,PhD,1
2312,30,Male,White,Bachelor,1
2313,39,Male,Black,High School,0
2314,36,Female,White,Bachelor,1
2315,51,Female,White,High School,1
2316,31,Male,White,Master,1
2317,21,Male,White,Master,1
2318,65,Male,Black,Master,1
2319,63,Male,White,High School,1
2320,44,Male,Hispanic,Bachelor,1
2321,46,Female,White,High School,1
2322,64,Male,Black,Bachelor,0
2323,45,Male,Other,Master,1
2324,52,Male,Black,High School,0
2325,25,Female,Hispanic,Bachelor,1
2326,33,Female,Asian,Bachelor,1
2327,59,Female,White,PhD,1
2328,53,Female,Hispanic,Master,0
2329,47,Male,Hispanic,Master,0
2330,35,Male,White,Bachelor,1
2331,19,Female,White,High School,1
2332,66,Male,Asian,Bachelor,0
2333,30,Female,Hispanic,Bachelor,1
2334,21,Male,White,Bachelor,0
2335,43,Male,White,Bachelor,1
2336,42,Female,Hispanic,Bachelor,0
2337,47,Female,White,High School,1
2338,28,Female,Black,High School,1
2339,24,Male,Hispanic,Bachelor,1
2340,48,Female,Black,Bachelor,0
2341,61,Male,White,Bachelor,0
2342,27,Male,Hispanic,Bachelor,0
2343,56,Male,Hispanic,High School,1
2344,30,Male,Black,Master,1
2345,48,Male,White,Master,1
2346,24,Male,White,Bachelor,1
2347,66,Male,Other,Bachelor,0
2348,59,Male,White,Bachelor,0
2349,59,Male,White,Bachelor,1
2350,53,Male,White,Master,1
2351,37,Male,Hispanic,Bachelor,0
2352,21,Female,White,Bachelor,0
2353,24,Male,White,Bachelor,1
2354,18,Male,White,Bachelor,1
2355,61,Male,Hispanic,Bachelor,0
2356,62,Female,White,Bachelor,0
2357,59,Female,White,Bachelor,1
2358,64,Female,White,High School,1
2359,30,Female,Asian,PhD,0
2360,39,Female,White,Master,1
2361,38,Female,White,Bachelor,1
2362,39,Female,White,Bachelor,1
2363,45,Male,Other,High School,0
2364,26,Male,Black,High School,0
2365,43,Male,Other,High School,1
2366,26,Female,Hispanic,Bachelor,0
2367,32,Female,White,Master,0
2368,27,Female,Black,Bachelor,1
2369,41,Male,White,Bachelor,1
2370,59,Male,White,Bachelor,0
2371,25,Male,White,High School,1
2372,41,Male,White,High School,1
2373,33,Female,Asian,Master,0
2374,66,Female,White,Master,1
2375,43,Male,Hispanic,Bachelor,0
2376,44,Female,White,Bachelor,1
2377,54,Male,White,Master,1
2378,21,Non-binary,Hispanic,High School,1
2379,41,Male,Black,Master,1
2380,36,Male,Hispanic,Bachelor,0
2381,53,Male,White,Bachelor,0
2382,56,Male,White,High School,0
2383,27,Male,Hispanic,Bachelor,1
2384,42,Female,Black,Master,0
2385,35,Female,White,High School,1
2386,36,Female,Other,Bachelor,0
2387,53,Male,Black,High School,0
2388,27,Female,Asian,Master,1
2389,50,Male,Hispanic,Bachelor,1
2390,22,Male,Hispanic,Master,1
2391,64,Female,White,Bachelor,1
2392,66,Female,White,High School,0
2393,52,Male,Hispanic,High School,1
2394,61,Male,White,High School,1
2395,51,Non-binary,White,High School,1
2396,50,Male,White,Bachelor,0
2397,38,Male,White,High School,1
2398,34,Female,Asian,Bachelor,1
2399,39,Male,Hispanic,Bachelor,1
2400,65,Male,White,Bachelor,1
2401,54,Male,White,Bachelor,1
2402,32,Female,Hispanic,Bachelor,0
2403,52,Female,Black,PhD,1
2404,45,Female,Other,High School,0
2405,24,Non-binary,White,Bachelor,1
2406,49,Female,White,Bachelor,1
2407,28,Male,White,Bachelor,1
2408,27,Male,Other,Bachelor,1
2409,26,Female,Black,Bachelor,0
2410,31,Female,Black,Bachelor,1
2411,30,Female,White,Bachelor,1
2412,42,Female,Hispanic,PhD,0
2413,19,Male,Hispanic,Master,1
2414,52,Male,White,High School,1
2415,24,Male,White,High School,0
2416,38,Male,White,Master,1
2417,35,Male,White,PhD,1
2418,20,Female,White,High School,1
2419,59,Female,White,Bachelor,1
2420,56,Male,White,PhD,1
2421,58,Female,White,Bachelor,1
2422,66,Female,White,High School,1
2423,28,Male,Hispanic,Bachelor,1
2424,56,Female,Black,PhD,1
2425,41,Female,Black,Master,1
2426,63,Female,White,Master,1
2427,36,Female,Black,Bachelor,1
2428,21,Female,White,High School,1
2429,43,Male,Hispanic,Master,1
2430,55,Male,White,High School,1
2431,59,Male,Black,Master,1
2432,49,Non-binary,White,Bachelor,0
2433,56,Male,Hispanic,Master,0
2434,62,Male,White,High School,1
2435,63,Female,White,Bachelor,0
2436,53,Female,White,High School,1
2437,57,Female,Black,Bachelor,1
2438,54,Male,Other,Master,0
2439,50,Male,Hispanic,Bachelor,1
2440,53,Male,White,Bachelor,0
2441,20,Male,White,High School,1
2442,26,Male,Asian,Master,1
2443,25,Male,White,Bachelor,1
2444,50,Female,Black,Master,1
2445,23,Male,Asian,Master,1
2446,58,Female,Hispanic,Master,1
2447,56,Female,White,Bachelor,0
2448,21,Male,White,Bachelor,1
2449,30,Female,White,Bachelor,1
2450,66,Male,Hispanic,Master,1
2451,19,Male,White,Master,1
2452,22,Female,White,High School,1
2453,61,Male,White,Bachelor,1
2454,44,Non-binary,White,High School,0
2455,49,Male,Black,High School,1
2456,38,Female,Black,Bachelor,0
2457,25,Male,White,Master,1
